_id,license_number,license_type_name,naics_code,business_name,license_state,initial_issue_date,most_recent_issue_date,effective_date,expiration_date
7070,GC-2023-004232,General Contractor,236220,Centimark Corporation,Active,2023-02-01T00:00:00,2025-01-18T00:00:00,2025-02-01T00:00:00,2026-01-31T00:00:00
7071,GC-2023-004233,General Contractor,236220,"L.A. Bruder, Inc",Expired,2023-02-01T00:00:00,2023-02-01T00:00:00,2023-02-01T00:00:00,2024-01-31T00:00:00
7072,GC-2023-004234,General Contractor,236220,Aeras LLC,Expired,2023-02-02T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,2024-02-01T00:00:00
7073,GC-2023-004235,General Contractor,236220,21st century masonry LLC,Expired,2023-02-02T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,2024-02-01T00:00:00
7074,GC-2023-004236,General Contractor,236220,Aven Fire Systems ,Active,2023-02-02T00:00:00,2025-02-03T00:00:00,2025-03-01T00:00:00,2026-02-28T00:00:00
7075,GC-2023-004237,General Contractor,236220,Cribbs Builders LLC ,Expired,2023-02-02T00:00:00,2023-02-02T00:00:00,2023-02-02T00:00:00,2024-02-01T00:00:00
7076,GC-2023-004240,General Contractor,236220,Evgeny Kulikov,Expired,2023-02-03T00:00:00,2023-02-03T00:00:00,2023-02-03T00:00:00,2024-02-02T00:00:00
7096,GC-2023-004241,General Contractor,236220,All exteriors LLC,Expired,2023-02-07T00:00:00,2023-02-07T00:00:00,2023-02-07T00:00:00,2024-02-06T00:00:00
7097,GC-2023-004243,General Contractor,236220,Professional Demolition and Excavating LLC,Expired,2023-02-08T00:00:00,2023-02-08T00:00:00,2023-02-08T00:00:00,2024-02-07T00:00:00
7098,GC-2023-004244,General Contractor,236220,"Bradford Renovations, LLC",Active,2023-02-08T00:00:00,2024-12-31T00:00:00,2025-02-08T00:00:00,2026-02-07T00:00:00
7099,GC-2023-004245,General Contractor,236220,Ronald Tiberio,Active,2023-02-09T00:00:00,2025-02-03T00:00:00,2025-02-09T00:00:00,2026-02-08T00:00:00
7100,GC-2023-004246,General Contractor,236220,Enlightened Remodeling,Expired,2023-02-09T00:00:00,2024-03-18T00:00:00,2024-02-09T00:00:00,2025-02-08T00:00:00
7101,GC-2023-004247,General Contractor,236220,Elchert Family Holdings Inc,Active,2023-02-10T00:00:00,2025-02-28T00:00:00,2025-02-10T00:00:00,2026-02-09T00:00:00
7129,GC-2023-004248,General Contractor,236220,C & C Mastercleaning & Restoration LLC,Expired,2023-02-13T00:00:00,2023-02-13T00:00:00,2023-02-13T00:00:00,2024-02-12T00:00:00
7130,GC-2023-004249,General Contractor,236220,Colby Eneix,Active,2023-02-13T00:00:00,2025-03-12T00:00:00,2025-02-13T00:00:00,2026-02-12T00:00:00
7131,GC-2023-004250,General Contractor,236220,Triple 3 Construction,Active,2023-02-13T00:00:00,2025-02-14T00:00:00,2025-02-13T00:00:00,2026-02-12T00:00:00
7132,GC-2023-004253,General Contractor,236220,Frontier Environmental Inc.,Active,2023-02-15T00:00:00,2025-03-24T00:00:00,2025-02-15T00:00:00,2026-02-14T00:00:00
7133,GC-2023-004254,General Contractor,236220,"Meli Restoration Services, LLC",Active,2023-02-15T00:00:00,2025-03-19T00:00:00,2025-02-15T00:00:00,2026-02-14T00:00:00
7134,GC-2023-004256,General Contractor,236220,"Bear IC, LLC",Active,2023-02-17T00:00:00,2024-05-02T00:00:00,2024-05-01T00:00:00,2025-04-30T00:00:00
7162,GC-2023-004259,General Contractor,236220,"C. TUCKER COPE & ASSOCIATES, INC.",Expired,2023-02-20T00:00:00,2024-01-12T00:00:00,2024-02-20T00:00:00,2025-02-19T00:00:00
7163,GC-2023-004260,General Contractor,236220,Sylla and Brothers General Contractor,Expired,2023-02-20T00:00:00,2023-02-20T00:00:00,2023-02-20T00:00:00,2024-02-19T00:00:00
7164,GC-2023-004261,General Contractor,236220,Top Quality Contractors Inc.,Active,2023-02-20T00:00:00,2025-02-10T00:00:00,2025-03-01T00:00:00,2026-02-28T00:00:00
7165,GC-2023-004265,General Contractor,236220,Veriton LLC,Expired,2023-02-21T00:00:00,2023-02-21T00:00:00,2023-02-21T00:00:00,2024-02-20T00:00:00
7166,GC-2023-004266,General Contractor,236220,Juan Carlos Cruz Rodriguez Construction LLC,Expired,2023-02-21T00:00:00,2024-03-04T00:00:00,2024-02-21T00:00:00,2025-02-20T00:00:00
7167,GC-2023-004267,General Contractor,236220,Premier Renovation & Maintenance,Expired,2023-02-22T00:00:00,2023-02-22T00:00:00,2023-02-22T00:00:00,2024-02-21T00:00:00
7168,SC-2023-004270,Sign Contractor,238990,"Signs Of Excellence, Inc.",Expired,2023-02-22T00:00:00,2023-02-22T00:00:00,2023-03-15T00:00:00,2024-03-14T00:00:00
7169,GC-2023-004272,General Contractor,236220,Wallace & Associates,Active,2023-02-24T00:00:00,2025-01-28T00:00:00,2025-02-24T00:00:00,2026-02-23T00:00:00
7195,GC-2023-004273,General Contractor,236220,Bluestream Professional Services LLC,Expired,2023-02-27T00:00:00,2023-02-27T00:00:00,2023-02-27T00:00:00,2024-02-26T00:00:00
7196,GC-2023-004274,General Contractor,236220,"Eastern Diversified Services, Inc.",Expired,2023-02-27T00:00:00,2023-02-27T00:00:00,2023-03-01T00:00:00,2024-02-29T00:00:00
7197,GC-2023-004276,General Contractor,236220,Waffles InCaffeinated Co LLC,Active,2023-02-28T00:00:00,2025-01-24T00:00:00,2025-03-01T00:00:00,2026-02-28T00:00:00
7198,GC-2023-004277,General Contractor,236220,GWENDOLYNS CONSTRUCTION LLC,Active,2023-03-02T00:00:00,2025-03-10T00:00:00,2025-03-02T00:00:00,2026-03-01T00:00:00
7199,GC-2023-004278,General Contractor,236220,Amedure Construction Services LLC,Expired,2023-03-02T00:00:00,2023-03-02T00:00:00,2023-03-02T00:00:00,2024-03-01T00:00:00
7228,GC-2023-004290,General Contractor,236220,Lequeu Development LLC,Expired,2023-03-13T00:00:00,2023-03-13T00:00:00,2023-03-21T00:00:00,2024-03-20T00:00:00
7229,GC-2023-004296,General Contractor,236220,"THS National, LLC ",Active,2023-03-16T00:00:00,2024-04-03T00:00:00,2024-04-01T00:00:00,2025-03-31T00:00:00
7261,SC-2023-004298,Sign Contractor,238990,Ferri Design & Construct,Expired,2023-03-21T00:00:00,2023-03-21T00:00:00,2023-03-21T00:00:00,2024-03-20T00:00:00
7262,GC-2023-004300,General Contractor,236220,HILLTOP PAVING INC,Active,2023-03-21T00:00:00,2025-02-21T00:00:00,2025-03-21T00:00:00,2026-03-20T00:00:00
7263,SC-2023-004302,Sign Contractor,238990,Urban Impact Foundation,Active,2023-03-21T00:00:00,2025-02-27T00:00:00,2025-03-27T00:00:00,2026-03-26T00:00:00
7264,GC-2023-004304,General Contractor,236220,DAVID MARINELLI,Expired,2023-03-21T00:00:00,2023-03-21T00:00:00,2023-03-21T00:00:00,2024-03-20T00:00:00
7265,GC-2023-004305,General Contractor,236220,CertaSite LLC,Active,2023-03-22T00:00:00,2025-03-04T00:00:00,2025-03-22T00:00:00,2026-03-21T00:00:00
7266,GC-2023-004306,General Contractor,236220,Precision Pointing and Restoration Inc.,Expired,2023-03-22T00:00:00,2023-03-22T00:00:00,2023-03-22T00:00:00,2024-03-21T00:00:00
7267,GC-2023-004307,General Contractor,236220,M D Z Construction1,Expired,2023-03-22T00:00:00,2023-03-22T00:00:00,2023-04-01T00:00:00,2024-03-31T00:00:00
7268,GC-2023-004309,General Contractor,236220,Pinnacle Commercial Development Inc,Active,2023-03-23T00:00:00,2025-02-12T00:00:00,2025-03-23T00:00:00,2026-03-22T00:00:00
7294,GC-2023-004313,General Contractor,236220,"P Build, LLC",Active,2023-03-27T00:00:00,2025-03-12T00:00:00,2025-03-27T00:00:00,2026-03-26T00:00:00
7295,GC-2023-004315,General Contractor,236220,Sharp Construction Services Llc ,Expired,2023-03-30T00:00:00,2023-03-30T00:00:00,2023-03-30T00:00:00,2024-03-29T00:00:00
7296,GC-2023-004316,General Contractor,236220,Reyna Foods Inc,Expired,2023-03-30T00:00:00,2024-04-23T00:00:00,2024-03-30T00:00:00,2025-03-29T00:00:00
7297,GC-2023-004317,General Contractor,236220,"Low Country Building Solutions, LLC",Expired,2023-03-30T00:00:00,2024-04-16T00:00:00,2024-03-30T00:00:00,2025-03-29T00:00:00
7298,GC-2023-004319,General Contractor,236220,Stressless Construction LLC,Expired,2023-03-31T00:00:00,2023-03-31T00:00:00,2023-03-31T00:00:00,2024-03-30T00:00:00
7299,GC-2023-004320,General Contractor,236220,Zellars Construction and Design llc,Active,2023-03-31T00:00:00,2024-05-01T00:00:00,2024-03-31T00:00:00,2025-03-30T00:00:00
7327,GC-2023-004323,General Contractor,236220,Palanzos RE LLC,Expired,2023-04-03T00:00:00,2023-04-03T00:00:00,2023-04-03T00:00:00,2024-04-02T00:00:00
7328,GC-2023-004327,General Contractor,236220,"C. H. & D. Enterprises, Inc.",Active,2023-04-04T00:00:00,2025-03-18T00:00:00,2025-04-04T00:00:00,2026-04-03T00:00:00
7329,GC-2023-004328,General Contractor,236220,MARK TORGENT MECHANICAL INC,Active,2023-04-04T00:00:00,2024-04-24T00:00:00,2024-04-04T00:00:00,2025-04-03T00:00:00
7330,GC-2023-004331,General Contractor,236220,Burleson welding and fabrication llc,Expired,2023-04-05T00:00:00,2023-04-05T00:00:00,2023-04-05T00:00:00,2024-04-04T00:00:00
7331,GC-2023-004332,General Contractor,236220,"Michael Lezark Construction Management Services, LLC",Active,2023-04-05T00:00:00,2024-04-19T00:00:00,2024-04-17T00:00:00,2025-04-16T00:00:00
7332,GC-2023-004333,General Contractor,236220,Nello Construction Company,Expired,2023-04-05T00:00:00,2023-04-05T00:00:00,2023-04-05T00:00:00,2024-04-04T00:00:00
7333,GC-2023-004334,General Contractor,236220,"Cruze Construction, LLC",Active,2023-04-05T00:00:00,2024-02-29T00:00:00,2024-04-05T00:00:00,2025-04-04T00:00:00
7334,GC-2023-004336,General Contractor,236220,J Monroe Construction & Prof Serv,Active,2023-04-06T00:00:00,2024-06-05T00:00:00,2024-04-06T00:00:00,2025-04-05T00:00:00
7360,GC-2023-004339,General Contractor,236220,"SCE, Inc",Expired,2023-04-10T00:00:00,2023-04-10T00:00:00,2023-04-10T00:00:00,2024-04-09T00:00:00
7361,GC-2023-004340,General Contractor,236220,Cardinal Electric & Communications LLC,Expired,2023-04-11T00:00:00,2023-04-11T00:00:00,2023-04-11T00:00:00,2024-04-10T00:00:00
7362,GC-2023-004341,General Contractor,236220,W.A. Petrakis Contracting LLC,Active,2023-04-11T00:00:00,2024-04-02T00:00:00,2024-04-11T00:00:00,2025-04-10T00:00:00
7363,GC-2023-004342,General Contractor,236220,"All Level Contracting, LLC",Active,2023-04-11T00:00:00,2024-04-17T00:00:00,2024-04-11T00:00:00,2025-04-10T00:00:00
7364,GC-2023-004345,General Contractor,236220,Jake's Demolition and Excavation Service LLC,Expired,2023-04-12T00:00:00,2023-04-12T00:00:00,2023-04-12T00:00:00,2024-04-11T00:00:00
7365,GC-2023-004346,General Contractor,236220,Express Home Improvements,Closed,2023-04-12T00:00:00,2024-04-08T00:00:00,2024-04-12T00:00:00,2025-04-11T00:00:00
7366,GC-2023-004347,General Contractor,236220,Xing Yang,Active,2023-04-12T00:00:00,2024-03-08T00:00:00,2024-04-12T00:00:00,2025-04-11T00:00:00
7367,GC-2023-004348,General Contractor,236220,Vogt Contracting LLC,Expired,2023-04-13T00:00:00,2023-04-13T00:00:00,2023-04-14T00:00:00,2024-04-13T00:00:00
7368,GC-2023-004349,General Contractor,236220,"Trident Restoration PIT, LLC",Expired,2023-04-13T00:00:00,2023-04-13T00:00:00,2023-04-13T00:00:00,2024-04-12T00:00:00
7369,GC-2023-004351,General Contractor,236220,DOIN' IT CONSTRUCTION LLC,Active,2023-04-14T00:00:00,2024-06-07T00:00:00,2024-04-14T00:00:00,2025-04-13T00:00:00
7393,SC-2023-004357,Sign Contractor,238990,"Rich Hardin Construction, Inc",Expired,2023-04-17T00:00:00,2023-04-17T00:00:00,2023-05-25T00:00:00,2024-05-24T00:00:00
7394,GC-2023-004363,General Contractor,236220,ARP Contracting LLC,Active,2023-04-19T00:00:00,2024-05-22T00:00:00,2024-04-19T00:00:00,2025-04-18T00:00:00
7395,GC-2023-004364,General Contractor,236220,HR Gray DBA PWSA,Active,2023-04-19T00:00:00,2024-05-16T00:00:00,2024-04-19T00:00:00,2025-04-18T00:00:00
7396,GC-2023-004366,General Contractor,236220,Carey Diamond Construction LLC,Expired,2023-04-19T00:00:00,2023-04-19T00:00:00,2023-04-19T00:00:00,2024-04-18T00:00:00
7397,GC-2023-004372,General Contractor,236220,DeVito Concrete ,Expired,2023-04-20T00:00:00,2023-04-20T00:00:00,2023-04-21T00:00:00,2024-04-20T00:00:00
7398,GC-2023-004373,General Contractor,236220,Mazzanti Insurance and Real Estate Services,Active,2023-04-20T00:00:00,2025-03-10T00:00:00,2025-04-20T00:00:00,2026-04-19T00:00:00
7426,GC-2023-004387,General Contractor,236220,Union Environmental and Contracting Services LLC,Active,2023-05-01T00:00:00,2024-05-03T00:00:00,2024-05-01T00:00:00,2025-04-30T00:00:00
7427,GC-2023-004388,General Contractor,236220,Loft Home Services,Active,2023-05-01T00:00:00,2025-03-26T00:00:00,2025-05-01T00:00:00,2026-04-30T00:00:00
7428,GC-2023-004390,General Contractor,236220,Long Bow Development LLC,Expired,2023-05-01T00:00:00,2023-05-01T00:00:00,2023-05-01T00:00:00,2024-04-30T00:00:00
7429,GC-2023-004396,General Contractor,236220,"Sarver Construction, LLC",Active,2023-05-03T00:00:00,2024-05-03T00:00:00,2024-05-03T00:00:00,2025-05-02T00:00:00
7430,SC-2023-004397,Sign Contractor,238990,Container Homes USA,Expired,2023-05-03T00:00:00,2023-05-03T00:00:00,2023-05-03T00:00:00,2024-05-02T00:00:00
7431,GC-2023-004398,General Contractor,236220,KMBGC LLC,Expired,2023-05-03T00:00:00,2023-05-03T00:00:00,2023-05-03T00:00:00,2024-05-02T00:00:00
7432,GC-2023-004399,General Contractor,236220,Preferred Plumbing and Heating Solutions LLC,Active,2023-05-04T00:00:00,2024-05-03T00:00:00,2024-05-04T00:00:00,2025-05-03T00:00:00
7433,GC-2023-004400,General Contractor,236220,Ct Developments llc ,Expired,2023-05-04T00:00:00,2023-05-04T00:00:00,2023-05-05T00:00:00,2024-05-04T00:00:00
7459,GC-2023-004404,General Contractor,236220,Sciarretti Site Development & Paving Co. Inc.,Expired,2023-05-08T00:00:00,2023-05-08T00:00:00,2023-05-08T00:00:00,2024-05-07T00:00:00
7460,GC-2023-004405,General Contractor,236220,"Gorilla Contracting, Inc",Expired,2023-05-08T00:00:00,2023-05-08T00:00:00,2023-05-15T00:00:00,2024-05-14T00:00:00
7461,GC-2023-004406,General Contractor,236220,North Shore Steel Buildings Inc.,Expired,2023-05-09T00:00:00,2023-05-09T00:00:00,2023-05-09T00:00:00,2024-05-08T00:00:00
7462,GC-2023-004407,General Contractor,236220,"JG Contracting Company, Inc.",Active,2023-05-09T00:00:00,2024-04-18T00:00:00,2024-05-09T00:00:00,2025-05-08T00:00:00
7463,GC-2023-004408,General Contractor,236220,SIGAL Development Services LLC,Active,2023-05-09T00:00:00,2024-05-09T00:00:00,2024-05-09T00:00:00,2025-05-08T00:00:00
7464,GC-2023-004410,General Contractor,236220,Leri Contracting ,Expired,2023-05-10T00:00:00,2023-05-10T00:00:00,2023-05-10T00:00:00,2024-05-09T00:00:00
7465,GC-2023-004412,General Contractor,236220,"C.E. Gleeson Constructors, Inc.",Expired,2023-05-10T00:00:00,2023-05-10T00:00:00,2023-05-15T00:00:00,2024-05-14T00:00:00
7466,GC-2023-004414,General Contractor,236220,Beyond Estates Inc,Active,2023-05-11T00:00:00,2024-05-20T00:00:00,2024-05-15T00:00:00,2025-05-14T00:00:00
7467,GC-2023-004415,General Contractor,236220,Pittsburgh Design And Remodeling,Expired,2023-05-12T00:00:00,2023-05-12T00:00:00,2023-05-12T00:00:00,2024-05-11T00:00:00
7492,GC-2023-004416,General Contractor,236220,Container Homes USA,Expired,2023-05-16T00:00:00,2023-05-16T00:00:00,2023-05-16T00:00:00,2024-05-15T00:00:00
7493,GC-2023-004421,General Contractor,236220,"Renew 412, LLC",Active,2023-05-18T00:00:00,2024-05-20T00:00:00,2024-05-18T00:00:00,2025-05-17T00:00:00
7525,GC-2023-004426,General Contractor,236220,JNG Mechanical LLC,Active,2023-05-22T00:00:00,2024-05-03T00:00:00,2024-05-22T00:00:00,2025-05-21T00:00:00
7526,GC-2023-004428,General Contractor,236220,Daniel Bill ,Active,2023-05-22T00:00:00,2024-06-03T00:00:00,2024-05-22T00:00:00,2025-05-21T00:00:00
7527,GC-2023-004430,General Contractor,236220,Golden Triangle Construction,Expired,2023-05-24T00:00:00,2023-05-24T00:00:00,2023-05-24T00:00:00,2024-05-23T00:00:00
7558,GC-2023-004434,General Contractor,236220,DiBucci and Sons LLC,Active,2023-05-30T00:00:00,2024-06-10T00:00:00,2024-05-30T00:00:00,2025-05-29T00:00:00
7559,GC-2023-004435,General Contractor,236220,Patn Holdings LLC,Active,2023-05-30T00:00:00,2024-06-11T00:00:00,2024-05-30T00:00:00,2025-05-29T00:00:00
7560,GC-2023-004436,General Contractor,236220,"ZELHAM, INC.",Active,2023-05-31T00:00:00,2024-06-11T00:00:00,2024-06-15T00:00:00,2025-06-14T00:00:00
7561,GC-2023-004437,General Contractor,236220,"Escajeda Masonry, LLC",Active,2023-05-31T00:00:00,2024-07-16T00:00:00,2024-05-31T00:00:00,2025-05-30T00:00:00
7562,GC-2023-004439,General Contractor,236220,GLOBAL SERVICES CON LLC,Active,2023-06-01T00:00:00,2024-06-25T00:00:00,2024-06-01T00:00:00,2025-05-31T00:00:00
7563,GC-2023-004441,General Contractor,236220,Fortney & Weygandt Inc,Expired,2023-06-01T00:00:00,2023-06-01T00:00:00,2023-06-12T00:00:00,2024-06-11T00:00:00
7564,GC-2023-004442,General Contractor,236220,Everett Construction,Expired,2023-06-02T00:00:00,2023-06-02T00:00:00,2023-06-02T00:00:00,2024-06-01T00:00:00
7591,GC-2023-004443,General Contractor,236220,Key to the City Contracting Co.,Expired,2023-06-06T00:00:00,2023-06-06T00:00:00,2023-06-06T00:00:00,2024-06-05T00:00:00
7592,GC-2023-004444,General Contractor,236220,"Catalyst GC & Development, Inc.",Active,2023-06-07T00:00:00,2024-06-06T00:00:00,2024-06-07T00:00:00,2025-06-06T00:00:00
7593,GC-2023-004445,General Contractor,236220,K & K Summit Construction LLC,Active,2023-06-07T00:00:00,2024-07-02T00:00:00,2024-06-18T00:00:00,2025-06-17T00:00:00
7594,GC-2023-004449,General Contractor,236220,Lady Carpenter LLC,Active,2023-06-08T00:00:00,2024-12-19T00:00:00,2024-11-21T00:00:00,2025-11-20T00:00:00
7595,GC-2023-004452,General Contractor,236220,"Pullman SST, Inc.",Active,2023-06-09T00:00:00,2024-07-01T00:00:00,2024-06-09T00:00:00,2025-06-08T00:00:00
7624,GC-2023-004455,General Contractor,236220,GREEN BUILD SERVICES LLC,Expired,2023-06-12T00:00:00,2023-06-12T00:00:00,2023-06-12T00:00:00,2024-06-11T00:00:00
7625,GC-2023-004457,General Contractor,236220,"JES Construction, LLC",Active,2023-06-12T00:00:00,2024-07-16T00:00:00,2024-06-12T00:00:00,2025-06-11T00:00:00
7626,GC-2023-004458,General Contractor,236220,The Pittsburgh Handyman Company LLC,Active,2023-06-12T00:00:00,2024-07-12T00:00:00,2024-06-12T00:00:00,2025-06-11T00:00:00
7627,GC-2023-004459,General Contractor,236220,LaBarbera Construction,Active,2023-06-12T00:00:00,2024-08-07T00:00:00,2024-06-12T00:00:00,2025-06-11T00:00:00
7628,GC-2023-004461,General Contractor,236220,JMW Remodeling LLC ,Active,2023-06-13T00:00:00,2024-07-05T00:00:00,2024-06-13T00:00:00,2025-06-12T00:00:00
7629,GC-2023-004462,General Contractor,236220,Annis Remodeling and Development ,Active,2023-06-13T00:00:00,2024-07-05T00:00:00,2024-06-13T00:00:00,2025-06-12T00:00:00
7630,SC-2023-004466,Sign Contractor,238990,K & K Summit Construction LLC,Active,2023-06-14T00:00:00,2024-07-15T00:00:00,2024-07-03T00:00:00,2025-07-02T00:00:00
7631,GC-2023-004467,General Contractor,236220,Strahler Construction LLC,Active,2023-06-14T00:00:00,2024-05-10T00:00:00,2024-06-15T00:00:00,2025-06-14T00:00:00
7632,GC-2023-004468,General Contractor,236220,"Bajco Construction Works, LLC",Expired,2023-06-14T00:00:00,2023-06-14T00:00:00,2023-06-14T00:00:00,2024-06-13T00:00:00
7633,GC-2023-004471,General Contractor,236220,Guy's Home Improvements LLC,Expired,2023-06-15T00:00:00,2023-06-15T00:00:00,2023-07-01T00:00:00,2024-06-30T00:00:00
7634,GC-2023-004472,General Contractor,236220,"Marco Contractors, Inc",Active,2023-06-16T00:00:00,2024-06-11T00:00:00,2024-06-26T00:00:00,2025-06-25T00:00:00
7635,GC-2023-004473,General Contractor,236220,"Arcon Contracting, Inc",Active,2023-06-16T00:00:00,2024-08-09T00:00:00,2024-06-21T00:00:00,2025-06-20T00:00:00
7657,GC-2023-004479,General Contractor,236220,FGH Design and Remodeling,Active,2023-06-20T00:00:00,2024-06-07T00:00:00,2024-06-20T00:00:00,2025-06-19T00:00:00
7658,GC-2023-004481,General Contractor,236220,"Remarkable Realty Contracting, LLC",Expired,2023-06-21T00:00:00,2023-06-21T00:00:00,2023-06-21T00:00:00,2024-06-20T00:00:00
7659,GC-2023-004482,General Contractor,236220,Roush General Contracting LLC,Expired,2023-06-21T00:00:00,2023-06-21T00:00:00,2023-07-10T00:00:00,2024-07-09T00:00:00
7660,GC-2023-004484,General Contractor,236220,LA Finish Construction ,Active,2023-06-22T00:00:00,2024-08-21T00:00:00,2024-06-22T00:00:00,2025-06-21T00:00:00
7661,GC-2023-004485,General Contractor,236220,Zander Construction LLC,Expired,2023-06-22T00:00:00,2023-06-22T00:00:00,2023-06-22T00:00:00,2024-06-21T00:00:00
7662,SC-2023-004486,Sign Contractor,238990,"K.J. Johnston, Limited",Expired,2023-06-23T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,2024-06-22T00:00:00
7663,GC-2023-004487,General Contractor,236220,JT Masonry Construction LLC,Expired,2023-06-23T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,2024-06-22T00:00:00
7664,GC-2023-004489,General Contractor,236220,Lins Contruction LLC,Expired,2023-06-23T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,2024-06-22T00:00:00
7665,GC-2023-004490,General Contractor,236220,attic+earth Home,Active,2023-06-23T00:00:00,2024-06-25T00:00:00,2024-06-30T00:00:00,2025-06-29T00:00:00
7666,GC-2023-004491,General Contractor,236220,Hussar Electric LLC,Expired,2023-06-23T00:00:00,2023-06-23T00:00:00,2023-06-23T00:00:00,2024-06-22T00:00:00
7690,GC-2023-004492,General Contractor,236220,"JSParis Excavating, Inc",Active,2023-06-26T00:00:00,2024-09-05T00:00:00,2024-06-26T00:00:00,2025-06-25T00:00:00
7691,GC-2023-004494,General Contractor,236220,Gallant masonry llc,Expired,2023-06-27T00:00:00,2023-06-27T00:00:00,2023-06-27T00:00:00,2024-06-26T00:00:00
7692,GC-2023-004497,General Contractor,236220,Jason The Electrician,Expired,2023-06-27T00:00:00,2023-06-27T00:00:00,2023-06-27T00:00:00,2024-06-26T00:00:00
7693,GC-2023-004498,General Contractor,236220,"Forest Knoll Construction, Inc.",Expired,2023-06-28T00:00:00,2023-06-28T00:00:00,2023-06-28T00:00:00,2024-06-27T00:00:00
7694,GC-2023-004499,General Contractor,236220,"CJI Construction, Inc.",Active,2023-06-28T00:00:00,2024-07-15T00:00:00,2024-07-10T00:00:00,2025-07-09T00:00:00
7695,GC-2023-004500,General Contractor,236220,"LeafFilter North, LLC",Expired,2023-06-28T00:00:00,2023-06-28T00:00:00,2023-06-28T00:00:00,2024-06-27T00:00:00
7696,GC-2023-004501,General Contractor,236220,Shun Da LLC,Active,2023-06-28T00:00:00,2024-07-16T00:00:00,2024-07-05T00:00:00,2025-07-04T00:00:00
7697,GC-2023-004502,General Contractor,236220,H & V ENTERPRISES LLC,Expired,2023-06-28T00:00:00,2023-06-28T00:00:00,2023-06-28T00:00:00,2024-06-27T00:00:00
7698,GC-2023-004503,General Contractor,236220,"IKEA Home Services, LLC",Active,2023-06-28T00:00:00,2024-05-23T00:00:00,2024-07-01T00:00:00,2025-06-30T00:00:00
7699,GC-2023-004504,General Contractor,236220,Iron Valley Modular87,Active,2023-06-28T00:00:00,2024-07-31T00:00:00,2024-06-28T00:00:00,2025-06-27T00:00:00
7700,GC-2023-004508,General Contractor,236220,Greene Renovations,Expired,2023-06-29T00:00:00,2023-06-29T00:00:00,2023-06-29T00:00:00,2024-06-28T00:00:00
7701,GC-2023-004509,General Contractor,236220,Vento Landscaping & Construction Inc,Active,2023-06-29T00:00:00,2024-06-28T00:00:00,2024-06-29T00:00:00,2025-06-28T00:00:00
7702,GC-2023-004510,General Contractor,236220,Meredith Remodeling LLC,Active,2023-06-30T00:00:00,2024-07-09T00:00:00,2024-06-30T00:00:00,2025-06-29T00:00:00
7723,GC-2023-004514,General Contractor,236220,Stonefly Concrete Company,Active,2023-07-03T00:00:00,2024-06-27T00:00:00,2024-07-03T00:00:00,2025-07-02T00:00:00
7724,GC-2023-004520,General Contractor,236220,AAA restoration ,Expired,2023-07-06T00:00:00,2023-07-06T00:00:00,2023-07-06T00:00:00,2024-07-05T00:00:00
7756,GC-2023-004524,General Contractor,236220,Pittsburgh Modern Restorations LLC,Active,2023-07-10T00:00:00,2024-08-01T00:00:00,2024-07-10T00:00:00,2025-07-09T00:00:00
7757,SC-2023-004529,Sign Contractor,238990,CA Heating & Cooling LLC,Expired,2023-07-13T00:00:00,2023-07-13T00:00:00,2023-07-13T00:00:00,2024-07-12T00:00:00
7758,GC-2023-004530,General Contractor,236220,David P Backo Construction,Expired,2023-07-14T00:00:00,2023-07-14T00:00:00,2023-08-01T00:00:00,2024-07-31T00:00:00
7789,GC-2023-004534,General Contractor,236220,"DiCicco Construction & Project Management , LLC",Expired,2023-07-17T00:00:00,2023-07-17T00:00:00,2023-07-17T00:00:00,2024-07-16T00:00:00
7790,GC-2023-004535,General Contractor,236220,"HILSI Group, LLC",Expired,2023-07-17T00:00:00,2023-07-17T00:00:00,2023-07-17T00:00:00,2024-07-16T00:00:00
7791,GC-2023-004540,General Contractor,236220,T.Harrer Construction ,Expired,2023-07-19T00:00:00,2023-07-19T00:00:00,2023-07-31T00:00:00,2024-07-30T00:00:00
7792,GC-2023-004542,General Contractor,236220,"Strnisha Excavation, Inc",Active,2023-07-20T00:00:00,2024-08-23T00:00:00,2024-08-07T00:00:00,2025-08-06T00:00:00
7793,GC-2023-004543,General Contractor,236220,P.E.I. Contracting,Active,2023-07-20T00:00:00,2024-07-30T00:00:00,2024-07-20T00:00:00,2025-07-19T00:00:00
7794,GC-2023-004550,General Contractor,236220,J-D Services LLC,Active,2023-07-21T00:00:00,2024-08-01T00:00:00,2024-07-21T00:00:00,2025-07-20T00:00:00
7822,GC-2023-004552,General Contractor,236220,The Levanon Group,Active,2023-07-24T00:00:00,2024-07-24T00:00:00,2024-07-24T00:00:00,2025-07-23T00:00:00
7823,GC-2023-004553,General Contractor,236220,"Howland Company, LLC",Active,2023-07-24T00:00:00,2024-07-25T00:00:00,2024-07-24T00:00:00,2025-07-23T00:00:00
7824,GC-2023-004556,General Contractor,236220,Bosphorus Properties,Expired,2023-07-25T00:00:00,2023-07-25T00:00:00,2023-07-25T00:00:00,2024-07-24T00:00:00
